,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,CFC,JCR,JSP,DMP,DSS,,,,,,,,
,% liderazgo,,"30,0%","12,0%","4,0%","24,0%","30,0%",,% liderazgo,,"37,0%","23,9%","17,4%","15,2%","6,5%",,% liderazgo,,"35,6%","22,0%","20,3%","5,1%","16,9%",,% liderazgo,,"20,5%","10,2%","4,7%","11,8%","6,3%",,% liderazgo,,"11,0%","4,7%","2,4%","3,9%","4,7%",,% liderazgo,,"4,7%","6,3%","7,9%","0,8%","3,1%",,% liderazgo,,"7,1%","10,2%","17,3%","3,9%","0,0%",,% liderazgo,,"10,2%","9,4%","17,3%","8,7%","13,4%",,% liderazgo,,"9,4%","8,7%","0,0%","5,5%","11,8%",,% liderazgo,,"9,4%","7,9%","0,0%","4,7%","12,6%",,% liderazgo,,"7,1%","8,7%","14,2%","4,7%","12,6%",,% liderazgo,,"18,9%","18,9%","16,5%","7,9%","18,1%",,% liderazgo,"100,0%","26,9%","20,9%","18,8%","13,3%","20,1%"
,Jueves,,20,13,4,21,12,,Jueves,,19,9,2,7,12,,Jueves,,14,14,9,12,13,,Jueves,,21,21,11,9,18,,Jueves,,48,26,23,14,24,,Jueves,,19,21,13,8,4,,Jueves,,5,12,16,4,8,,Jueves,,26,15,40,7,19,,Jueves,,8,5,0,5,15,,Jueves,,14,16,0,3,9,,Jueves,,17,11,1,9,7,,Jueves,,7,17,16,9,10,,Jueves,792,218,180,135,108,151
,Ø Jueves,,4,"2,6","0,8","4,2","2,4",,Ø Jueves,,"4,75","2,25","0,5","1,75",3,,Ø Jueves,,"3,5","3,5","2,25",3,"3,25",,Ø Jueves,,"5,25","5,25","2,75","2,25","4,5",,Ø Jueves,,"9,6","5,2","4,6","2,8","4,8",,Ø Jueves,,"4,75","5,25","3,25",2,1,,Ø Jueves,,1,"2,4","3,2","0,8","1,6",,Ø Jueves,,"6,5","3,75",10,"1,75","4,75",,Ø Jueves,,2,"1,25",0,"1,25","3,75",,Ø Jueves,,"2,8","3,2",0,"0,6","1,8",,Ø Jueves,,"4,25","2,75","0,25","2,25","1,75",,Ø Jueves,,"1,75","4,25",4,"2,25","2,5",,Ø Jueves,"1519,00%","4,18","3,45","2,59","2,07","2,90"
,% Jueves,,"13,8%","18,3%","15,4%","22,8%","12,9%",,% Jueves,,"14,2%","9,2%","4,4%","14,6%","17,6%",,% Jueves,,"9,3%","11,9%","11,1%","14,6%","14,3%",,% Jueves,,"12,4%","17,4%","14,3%","11,1%","25,0%",,% Jueves,,"19,6%","18,6%","29,1%","15,9%","26,4%",,% Jueves,,"13,0%","14,9%","14,0%","11,6%","5,0%",,% Jueves,,"4,1%","10,6%","13,0%","7,4%","17,0%",,% Jueves,,"14,3%","11,9%","16,3%","8,0%","12,4%",,% Jueves,,"7,5%","4,3%",,"9,8%","19,0%",,% Jueves,,"13,1%","14,3%",,"4,9%","9,5%",,% Jueves,,"13,5%","9,5%","1,9%","13,6%","6,9%",,% Jueves,,"8,3%","13,3%","21,1%","20,5%","10,4%",,% Jueves,"13,4%","12,7%","12,9%","15,0%","13,1%","14,2%"
,% liderazgo,,"28,6%","18,6%","5,7%","30,0%","17,1%",,% liderazgo,,"38,8%","18,4%","4,1%","14,3%","24,5%",,% liderazgo,,"22,6%","22,6%","14,5%","19,4%","21,0%",,% liderazgo,,"14,8%","14,8%","7,7%","6,3%","12,7%",,% liderazgo,,"33,8%","18,3%","16,2%","9,9%","16,9%",,% liderazgo,,"13,4%","14,8%","9,2%","5,6%","2,8%",,% liderazgo,,"3,5%","8,5%","11,3%","2,8%","5,6%",,% liderazgo,,"18,3%","10,6%","28,2%","4,9%","13,4%",,% liderazgo,,"5,6%","3,5%","0,0%","3,5%","10,6%",,% liderazgo,,"9,9%","11,3%","0,0%","2,1%","6,3%",,% liderazgo,,"12,0%","7,7%","0,7%","6,3%","4,9%",,% liderazgo,,"4,9%","12,0%","11,3%","6,3%","7,0%",,% liderazgo,"100,0%","27,5%","22,7%","17,0%","13,6%","19,1%"
,Viernes,,33,14,5,15,17,,Viernes,,17,18,4,6,9,,Viernes,,24,19,14,9,15,,Viernes,,28,24,19,15,3,,Viernes,,61,26,18,35,7,,Viernes,,35,36,16,18,15,,Viernes,,26,18,15,12,1,,Viernes,,25,18,40,16,25,,Viernes,,25,25,0,11,4,,Viernes,,23,27,0,13,19,,Viernes,,20,23,6,7,8,,Viernes,,12,23,0,1,14,,Viernes,1032,329,271,137,158,137
,Ø Viernes,,"6,6","2,8",1,3,"3,4",,Ø Viernes,,"4,25","4,5",1,"1,5","2,25",,Ø Viernes,,6,"4,75","3,5","2,25","3,75",,Ø Viernes,,7,6,"4,75","3,75","0,75",,Ø Viernes,,"12,2","5,2","3,6",7,"1,4",,Ø Viernes,,"8,75",9,4,"4,5","3,75",,Ø Viernes,,"6,5","4,5","3,75",3,"0,25",,Ø Viernes,,5,"3,6",8,"3,2",5,,Ø Viernes,,"6,25","6,25",0,"2,75",1,,Ø Viernes,,"4,6","5,4",0,"2,6","3,8",,Ø Viernes,,5,"5,75","1,5","1,75",2,,Ø Viernes,,3,"5,75",0,"0,25","3,5",,Ø Viernes,"19,79","6,31","5,2","2,63","3,03","2,63"
,% Viernes,,"22,8%","19,7%","19,2%","16,3%","18,3%",,% Viernes,,"12,7%","18,4%","8,9%","12,5%","13,2%",,% Viernes,,"15,9%","16,1%","17,3%","11,0%","16,5%",,% Viernes,,"16,5%","19,8%","24,7%","18,5%","4,2%",,% Viernes,,"24,9%","18,6%","22,8%","39,8%","7,7%",,% Viernes,,"24,0%","25,5%","17,2%","26,1%","18,8%",,% Viernes,,"21,1%","15,9%","12,2%","22,2%","2,1%",,% Viernes,,"13,7%","14,3%","16,3%","18,4%","16,3%",,% Viernes,,"23,4%","21,6%",,"21,6%","5,1%",,% Viernes,,"21,5%","24,1%",,"21,3%","20,0%",,% Viernes,,"15,9%","19,8%","11,1%","10,6%","7,9%",,% Viernes,,"14,3%","18,0%","0,0%","2,3%","14,6%",,% Viernes,"17,5%","19,1%","19,4%","15,2%","19,2%","12,9%"
,% liderazgo,,"39,3%","16,7%","6,0%","17,9%","20,2%",,% liderazgo,,"31,5%","33,3%","7,4%","11,1%","16,7%",,% liderazgo,,"29,6%","23,5%","17,3%","11,1%","18,5%",,% liderazgo,,"16,5%","14,1%","11,2%","8,8%","1,8%",,% liderazgo,,"35,9%","15,3%","10,6%","20,6%","4,1%",,% liderazgo,,"20,6%","21,2%","9,4%","10,6%","8,8%",,% liderazgo,,"15,3%","10,6%","8,8%","7,1%","0,6%",,% liderazgo,,"14,7%","10,6%","23,5%","9,4%","14,7%",,% liderazgo,,"14,7%","14,7%","0,0%","6,5%","2,4%",,% liderazgo,,"13,5%","15,9%","0,0%","7,6%","11,2%",,% liderazgo,,"11,8%","13,5%","3,5%","4,1%","4,7%",,% liderazgo,,"7,1%","13,5%","0,0%","0,6%","8,2%",,% liderazgo,"100,0%","31,9%","26,3%","13,3%","15,3%","13,3%"
,Sábado,,28,25,7,28,21,,Sábado,,33,29,8,11,17,,Sábado,,51,36,19,15,27,,Sábado,,37,22,24,17,12,,Sábado,,72,47,24,18,19,,Sábado,,51,44,34,24,27,,Sábado,,43,19,28,16,21,,Sábado,,35,28,48,18,18,,Sábado,,25,42,0,19,12,,Sábado,,33,23,0,21,18,,Sábado,,36,23,11,21,20,,Sábado,,17,20,13,12,10,,Sábado,1477,461,358,216,220,222
,Ø Sábado,,7,"6,25","1,75",7,"5,25",,Ø Sábado,,"8,25","7,25",2,"2,75","4,25",,Ø Sábado,,"10,2","7,2","3,8",3,"5,4",,Ø Sábado,,"9,25","5,5",6,"4,25",3,,Ø Sábado,,"14,4","9,4","4,8","3,6","3,8",,Ø Sábado,,"12,75",11,"8,5",6,"6,75",,Ø Sábado,,"10,75","4,75",7,4,"5,25",,Ø Sábado,,7,"5,6","9,6","3,6","3,6",,Ø Sábado,,"6,25","10,5",0,"4,75",3,,Ø Sábado,,"8,25","5,75",0,"5,25","4,5",,Ø Sábado,,6,"3,833333333","1,833333333","3,5","3,333333333",,Ø Sábado,,"4,25",5,"3,25",3,"2,5",,Ø Sábado,"28,33","8,84","6,87","4,14","4,22","4,26"
,% Sábado,,"19,3%","35,2%","26,9%","30,4%","22,6%",,% Sábado,,"24,6%","29,6%","17,8%","22,9%","25,0%",,% Sábado,,"33,8%","30,5%","23,5%","18,3%","29,7%",,% Sábado,,"21,8%","18,2%","31,2%","21,0%","16,7%",,% Sábado,,"29,4%","33,6%","30,4%","20,5%","20,9%",,% Sábado,,"34,9%","31,2%","36,6%","34,8%","33,8%",,% Sábado,,"35,0%","16,8%","22,8%","29,6%","44,7%",,% Sábado,,"19,2%","22,2%","19,5%","20,7%","11,8%",,% Sábado,,"23,4%","36,2%",,"37,3%","15,2%",,% Sábado,,"30,8%","20,5%",,"34,4%","18,9%",,% Sábado,,"28,6%","19,8%","20,4%","31,8%","19,8%",,% Sábado,,"20,2%","15,6%","17,1%","27,3%","10,4%",,% Sábado,"26,8%","25,6%","25,6%","24,0%","26,7%","20,8%"
,% liderazgo,,"25,7%","22,9%","6,4%","25,7%","19,3%",,% liderazgo,,"33,7%","29,6%","8,2%","11,2%","17,3%",,% liderazgo,,"34,5%","24,3%","12,8%","10,1%","18,2%",,% liderazgo,,"14,2%","8,5%","9,2%","6,5%","4,6%",,% liderazgo,,"27,7%","18,1%","9,2%","6,9%","7,3%",,% liderazgo,,"19,6%","16,9%","13,1%","9,2%","10,4%",,% liderazgo,,"16,5%","7,3%","10,8%","6,2%","8,1%",,% liderazgo,,"13,5%","10,8%","18,5%","6,9%","6,9%",,% liderazgo,,"9,6%","16,2%","0,0%","7,3%","4,6%",,% liderazgo,,"12,7%","8,8%","0,0%","8,1%","6,9%",,% liderazgo,,"13,8%","8,8%","4,2%","8,1%","7,7%",,% liderazgo,,"6,5%","7,7%","5,0%","4,6%","3,8%",,% liderazgo,"31,2%","24,2%","24,2%","14,6%","14,9%","15,0%"
,Domingo,,18,4,4,15,8,,Domingo,,24,15,14,6,14,,Domingo,,25,27,15,30,18,,Domingo,,28,15,8,5,21,,Domingo,,18,16,10,8,15,,Domingo,,31,13,9,12,9,,Domingo,,21,26,1,7,4,,Domingo,,26,25,39,15,15,,Domingo,,28,14,0,2,20,,Domingo,,11,17,0,4,16,,Domingo,,33,29,8,15,23,,Domingo,,9,9,6,3,10,,Domingo,891,272,210,114,122,173
,Ø Domingo,,"4,5",1,1,"3,75",2,,Ø Domingo,,6,"3,75","3,5","1,5","3,5",,Ø Domingo,,5,"5,4",3,6,"3,6",,Ø Domingo,,7,"3,75",2,"1,25","5,25",,Ø Domingo,,"4,5",4,"2,5",2,"3,75",,Ø Domingo,,"6,2","2,6","1,8","2,4","1,8",,Ø Domingo,,"5,25","6,5","0,25","1,75",1,,Ø Domingo,,"5,2",5,"7,8",3,3,,Ø Domingo,,7,"3,5",0,"0,5",5,,Ø Domingo,,"2,75","4,25",0,1,4,,Ø Domingo,,"6,6","5,8","1,6",3,"4,6",,Ø Domingo,,"2,25","2,25","1,5","0,75","2,5",,Ø Domingo,"17,09","5,22","4,03","2,19","2,34","3,32"
,% Domingo,,"12,4%","5,6%","15,4%","16,3%","8,6%",,% Domingo,,"17,9%","15,3%","31,1%","12,5%","20,6%",,% Domingo,,"16,6%","22,9%","18,5%","36,6%","19,8%",,% Domingo,,"16,5%","12,4%","10,4%","6,2%","29,2%",,% Domingo,,"7,3%","11,4%","12,7%","9,1%","16,5%",,% Domingo,,"21,2%","9,2%","9,7%","17,4%","11,3%",,% Domingo,,"17,1%","23,0%","0,8%","13,0%","8,5%",,% Domingo,,"14,3%","19,8%","15,9%","17,2%","9,8%",,% Domingo,,"26,2%","12,1%",,"3,9%","25,3%",,% Domingo,,"10,3%","15,2%",,"6,6%","16,8%",,% Domingo,,"26,2%","25,0%","14,8%","22,7%","22,8%",,% Domingo,,"10,7%","7,0%","7,9%","6,8%","10,4%",,% Domingo,"15,1%","15,8%","15,0%","12,7%","14,8%","16,2%"
,% liderazgo,,"36,7%","8,2%","8,2%","30,6%","16,3%",,% liderazgo,,"32,9%","20,5%","19,2%","8,2%","19,2%",,% liderazgo,,"21,7%","23,5%","13,0%","26,1%","15,7%",,% liderazgo,,"14,6%","7,8%","4,2%","2,6%","10,9%",,% liderazgo,,"9,4%","8,3%","5,2%","4,2%","7,8%",,% liderazgo,,"16,1%","6,8%","4,7%","6,3%","4,7%",,% liderazgo,,"10,9%","13,5%","0,5%","3,6%","2,1%",,% liderazgo,,"13,5%","13,0%","20,3%","7,8%","7,8%",,% liderazgo,,"14,6%","7,3%","0,0%","1,0%","10,4%",,% liderazgo,,"5,7%","8,9%","0,0%","2,1%","8,3%",,% liderazgo,,"17,2%","15,1%","4,2%","7,8%","12,0%",,% liderazgo,,"4,7%","4,7%","3,1%","1,6%","5,2%",,% liderazgo,"100,0%","30,5%","23,6%","12,8%","13,7%","19,4%"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,145,71,26,92,93,427,,,134,98,45,48,68,393,,,151,118,81,82,91,523,,,170,121,77,81,72,521,,,245,140,79,88,91,643,,,146,141,93,69,80,529,,,123,113,123,54,47,460,,,182,126,246,87,153,794,,,107,116,0,51,79,353,,,107,112,0,61,95,375,,,126,116,54,66,101,463,,,84,128,76,44,96,,,5909,1720,1400,900,823,1066
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mes,,CFC,JCR,JSP,DMP,DSS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enero,,145,71,26,92,93,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Febrero,,134,98,45,48,68,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marzo,,151,118,81,82,91,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abril,,170,121,77,81,72,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mayo,,245,140,79,88,91,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Junio,,146,141,93,69,80,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Julio,,123,113,123,54,47,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Agosto,,182,126,246,87,153,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Septiembre,,107,116,0,51,79,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Octubre,,107,112,0,61,95,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Noviembre,,126,116,54,66,101,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diciembre,,84,128,76,44,96,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mes,,CFC,JCR,JSP,DMP,DSS,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Enero,,4%,41%,68%,13%,9%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Febrero,,4%,18%,44%,41%,20%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marzo,,8%,1%,1%,1%,6%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Abril,,22%,1%,4%,1%,16%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mayo,,76%,17%,1%,8%,6%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Junio,,5%,18%,16%,15%,6%,1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Julio,,12%,5%,54%,34%,45%,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Agosto,,30%,5%,208%,7%,79%,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Septiembre,,23%,3%,100%,37%,8%,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Octubre,,23%,6%,100%,25%,11%,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Noviembre,,10%,3%,33%,19%,18%,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diciembre,,40%,7%,5%,46%,12%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,21%,11%,53%,21%,20%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
